name,filter,mjd,flux,flux_err,zp,zpsys
03D1bk,sdssg,53236.59,0.046315,0.064874,25,bd17
03D1bk,sdssi,53239.53,0.13570000000000002,0.20407,25,bd17
03D1bk,sdssr,53239.57,-0.040217,0.14120999999999997,25,bd17
03D1bk,sdssz,53239.6,0.44586000000000003,0.73936,25,bd17
03D1bk,sdssz,53240.56,1.2670000000000001,0.8654700000000001,25,bd17
03D1bk,sdssi,53253.53,0.08936400000000001,0.14539000000000002,25,bd17
03D1bk,sdssr,53253.58,-0.12392999999999998,0.16062,25,bd17
03D1bk,sdssz,53253.61,-0.24975999999999998,0.6977500000000001,25,bd17
03D1bk,sdssz,53256.5,-0.40981,0.78293,25,bd17
03D1bk,sdssi,53257.51,-0.051863,0.17229,25,bd17
03D1bk,sdssr,53257.55,0.095693,0.10752,25,bd17
03D1bk,sdssg,53257.57,-0.1547,0.062675,25,bd17
03D1bk,sdssi,53261.48,0.076863,0.18524000000000002,25,bd17
03D1bk,sdssr,53261.5,0.073505,0.11657999999999999,25,bd17
03D1bk,sdssg,53261.52,0.016745,0.051387999999999996,25,bd17
03D1bk,sdssr,53265.59,-0.053727,0.23706,25,bd17
03D1bk,sdssi,53266.52,0.2379,0.22476999999999997,25,bd17
03D1bk,sdssr,53266.55,-0.24043000000000003,0.12193,25,bd17
03D1bk,sdssg,53266.57,-0.17718,0.15466,25,bd17
03D1bk,sdssg,53267.53,-0.057832,0.06459,25,bd17
03D1bk,sdssi,53270.53,-0.047141999999999996,0.14828,25,bd17
03D1bk,sdssr,53270.56,0.09742200000000001,0.12267000000000002,25,bd17
03D1bk,sdssz,53270.6,0.072788,0.51225,25,bd17
03D1bk,sdssi,53282.46,-0.29759,0.17980000000000002,25,bd17
03D1bk,sdssr,53282.5,-0.24680999999999997,0.18913,25,bd17
03D1bk,sdssz,53282.54,-0.47835,0.59772,25,bd17
03D1bk,sdssz,53286.54,-0.8340899999999999,0.5835100000000001,25,bd17
03D1bk,sdssi,53287.43,-0.27487,0.18281,25,bd17
03D1bk,sdssr,53287.46,0.023094,0.11982999999999999,25,bd17
03D1bk,sdssg,53287.48,-0.014394,0.053227000000000003,25,bd17
03D1bk,sdssi,53293.39,-0.31558,0.21874000000000002,25,bd17
03D1bk,sdssr,53293.43,-0.07734200000000001,0.16208999999999998,25,bd17
03D1bk,sdssg,53293.55,-0.066833,0.062483000000000004,25,bd17
03D1bm,sdssg,52880.58,-0.026589,0.068907,25,bd17
03D1bm,sdssi,52881.5,0.42085,0.18596000000000001,25,bd17
03D1bm,sdssr,52881.54,0.02965,0.11415999999999998,25,bd17
03D1bm,sdssz,52881.56,1.6534,0.77961,25,bd17
03D1bm,sdssi,52886.6,0.42751000000000006,0.22238000000000002,25,bd17
03D1bm,sdssg,52900.5,0.007616,0.15279,25,bd17
03D1bm,sdssi,52900.53,1.0352,0.23800999999999997,25,bd17
03D1bm,sdssr,52900.56,1.0364,0.18947,25,bd17
03D1bm,sdssz,52900.59,3.7036000000000002,0.9939299999999999,25,bd17
03D1bm,sdssi,52904.53,3.0632,0.19062,25,bd17
03D1bm,sdssr,52904.57,1.9726,0.15950999999999999,25,bd17
03D1bm,sdssg,52904.6,0.32628999999999997,0.094999,25,bd17
03D1bm,sdssg,52908.53,0.40796,0.08621600000000001,25,bd17
03D1bm,sdssr,52908.56,2.2182,0.13944,25,bd17
03D1bm,sdssi,52908.6,3.5838,0.21269000000000002,25,bd17
03D1bm,sdssz,52909.61,5.9325,0.89131,25,bd17
03D1bm,sdssi,52912.49,4.5114,0.19114,25,bd17
03D1bm,sdssr,52914.57,2.2048,0.22946999999999998,25,bd17
03D1bm,sdssi,52915.62,4.7913,0.29512,25,bd17
03D1bm,sdssr,52916.46,2.6069999999999998,0.13377,25,bd17
03D1bm,sdssi,52929.44,3.8637,0.30524,25,bd17
03D1bm,sdssr,52929.52,2.3124000000000002,0.5499,25,bd17
03D1bm,sdssr,52930.37,1.8452000000000002,0.19424,25,bd17
03D1bm,sdssg,52930.39,0.14795999999999998,0.08128,25,bd17
03D1bm,sdssz,52930.41,3.8644,0.87087,25,bd17
03D1bm,sdssi,52933.47,3.3587000000000002,0.15625,25,bd17
03D1bm,sdssr,52933.5,2.0138,0.26151,25,bd17
03D1bm,sdssr,52934.5,1.5365,0.13223,25,bd17
03D1bm,sdssg,52934.53,-0.04117200000000001,0.07081699999999999,25,bd17
03D1bm,sdssi,52937.49,2.4478,0.18325,25,bd17
03D1bm,sdssg,52937.55,0.08271699999999998,0.13214,25,bd17
03D1bm,sdssr,52937.57,0.9174799999999999,0.22565000000000002,25,bd17
03D1bm,sdssz,52938.51,5.4038,1.1144,25,bd17
03D1bm,sdssi,52942.46,2.1672,0.23721,25,bd17
